"postId","shortCode","text","timestamp","ownerId","ownerIsVerified","ownerUsername","postUrl"
,,"Unbelievably stupid","2023-08-30T23:17:09.000Z",,,"dylan_wood0707","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"@shane_starkey 👏👏","2023-08-30T23:17:45.000Z",,,"brendarana","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"Sell game ?","2023-08-30T23:22:45.000Z",,,"aalferis","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"I’m honestly not upset with this lineup (except for Willis). It’s clear his game plan is to park the bus for 60 minutes, then sub in the all stars while they’re tired and snag a goal","2023-08-30T23:23:38.000Z",,,"griffduncan","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"Mark needs to find his seat","2023-08-30T23:23:42.000Z",,,"trailboss.music","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"@sam_pomeroy11 we have Zimmerman and Surrige hurt so there’s not much he can do about that😅","2023-08-30T23:26:49.000Z",,,"connorcherry05","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"Bruh, with this lineup good luck to y’all.","2023-08-30T23:28:17.000Z",,,"out_of_shape_fc_memes","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"@soccerbetsdaily nope he just is a sub","2023-08-30T23:29:02.000Z",,,"liesslukas","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"@mere_ashhh Leal banger tonight.","2023-08-30T23:34:15.000Z",,,"margaux.mayer","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"","2023-08-30T23:34:50.000Z",,,"adon5631","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"dialed","2023-08-30T23:37:23.000Z",,,"victornotmalo","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"We are going to just take the loss and start playing Saturday 😂😂 why start the entire second string atleast fake it a little bit 😂","2023-08-30T23:38:51.000Z",,,"dylan_phillips_07","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"Surridge and Mukhtar hurt?","2023-08-30T23:39:09.000Z",,,"classic.calan","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"@abby.d777 ahh man. Hope Sam isn’t too bad. Thanks!","2023-08-30T23:39:44.000Z",,,"lordofsausages","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"@lordofsausages ofc!","2023-08-30T23:51:52.000Z",,,"abby.d777","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"💩💩💩💩","2023-08-31T00:16:45.000Z",,,"ugurakcinn","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"Score","2023-08-31T00:26:39.000Z",,,"thevictorkema","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"Team is scared to play. Garbage! 💩💩💩","2023-08-31T00:27:02.000Z",,,"gabrielcolins.09","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"Get ready for another Messi treatment 🩷🩷","2023-08-31T00:54:32.000Z",,,"edgarlarios03","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"Parking the bus","2023-08-31T01:05:05.000Z",,,"fngerlikingud","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"Time retranqueiro miserável 👎👎👎👎👎","2023-08-31T01:06:15.000Z",,,"esleytrainer","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"Son el peor equipo de la mls, no juegan a nada y son atrincherados atras siempre, cochinos, pechofrios y equipo vendido sin alma","2023-08-31T01:21:20.000Z",,,"s_salazar05","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"","2023-08-31T01:23:03.000Z",,,"muuurilo_","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"😴😴😴","2023-08-31T01:26:39.000Z",,,"antonjoaquindk","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"🤡🤡","2023-08-31T01:28:44.000Z",,,"juliaanvasquezz","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"🤡","2023-08-31T01:28:45.000Z",,,"juliaanvasquezz","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"🤡","2023-08-31T01:28:45.000Z",,,"juliaanvasquezz","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"Useless under a whole 90mins. Dead club","2023-08-31T01:36:44.000Z",,,"thevictorkema","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"trash team","2023-08-31T01:37:38.000Z",,,"muuurilo_","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"played with 6 goalkeepers not 1","2023-08-31T01:38:25.000Z",,,"tt3odor","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"0-0 where's Leo Fressi🥶","2023-08-31T01:55:16.000Z",,,"lucairas1","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"🔥","2023-08-31T02:35:49.000Z",,,"willy_crbjj","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"No Surridge?","2023-08-31T04:48:05.000Z",,,"mrhunt1994","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"Send pic on @florida.diaries","2023-08-31T13:05:05.000Z",,,"rrrrsony","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"Plenitude.","2023-09-03T03:58:46.000Z",,,"m_a.rilla","https://www.instagram.com/p/CwlhBv3Pv7s/"
,,"First time I’ve ever seen shielding by facing the player instead of the ball.  Any benefit of a foul should go to the player trying to play the ball, not the one trying to play the man.","2023-09-02T12:21:25.000Z",,,"matt.c.cooksey","https://www.instagram.com/p/CwnObeRxZvq/"
,,"Mls defense😭😭","2023-09-02T14:14:31.000Z",,,"evangordon1_","https://www.instagram.com/p/CwnObeRxZvq/"
,,"","2023-09-02T16:12:53.000Z",,,"_alexerny_","https://www.instagram.com/p/CwnObeRxZvq/"
,,"Que onda con Messi, lo querían dejar sin pierna por que le tienen miedo al más grande del mundo!!!","2023-09-02T16:49:06.000Z",,,"angeles4596","https://www.instagram.com/p/CwnObeRxZvq/"
,,"@griffduncan Messi frustrado jamás, el equipo contrario tenía miedo al mejor del mundo","2023-09-02T16:50:45.000Z",,,"angeles4596","https://www.instagram.com/p/CwnObeRxZvq/"
,,"@griffduncan aim to win next time. Shouldn’t be happy about only defending for the draw🤷‍♂️","2023-09-02T17:12:58.000Z",,,"isaac_.fl0res","https://www.instagram.com/p/CwnObeRxZvq/"
,,"Messi won that strength fight and the defender was grabbing him with both arms😂😂 no foul clean play","2023-09-02T17:22:41.000Z",,,"atx.merlos","https://www.instagram.com/p/CwnObeRxZvq/"
,,"King messi🔥🔥","2023-09-02T17:26:27.000Z",,,"ali.riyahi30","https://www.instagram.com/p/CwnObeRxZvq/"
,,"@angeles4596 O melhor do mundo está na Arábia,  Messi não quis jogar lá para não enfrenta-lo, CRISTIANO RONALDO SIUUUUUUUUUUUUUUUU","2023-09-02T22:44:30.000Z",,,"noemia.carvalho_","https://www.instagram.com/p/CwnObeRxZvq/"
,,"Just man mark Messi with a Young, fast and strong player all game and you both won't get the ball but he won't do anything. Watch France world cup when they won it","2023-09-03T01:09:07.000Z",,,"hadriazen47","https://www.instagram.com/p/CwnObeRxZvq/"
,,"@rl56.55 didn’t know you could use your hands to body lmfao don’t talk about knowing ball","2023-09-03T03:27:47.000Z",,,"t._.raulerson","https://www.instagram.com/p/CwnObeRxZvq/"
,,"@t._.raulerson You can block out like that, you just can’t shove like Messi did. Don’t let your tears blur your vision and you’ll see that","2023-09-03T03:29:29.000Z",,,"rl56.55","https://www.instagram.com/p/CwnObeRxZvq/"
,,"@noemia.carvalho_ what are you talking about 😂 Messi has a better head to head record than Ronaldo","2023-09-03T09:10:37.000Z",,,"lalo_cuevasd13","https://www.instagram.com/p/CwnObeRxZvq/"
,,"@nandohdezarmendariz siga llorando señor 😂","2023-09-03T09:11:37.000Z",,,"lalo_cuevasd13","https://www.instagram.com/p/CwnObeRxZvq/"
,,"@themarcowolfgang wtf? Messi carried","2023-09-03T09:12:11.000Z",,,"lalo_cuevasd13","https://www.instagram.com/p/CwnObeRxZvq/"
,,"That’s a foul if it’s outside of the box for shielding the ball with his arms and hands without playing the ball but I would say smart defending because it’s too soft to be a penalty.","2023-09-03T19:26:59.000Z",,,"thatmikesam","https://www.instagram.com/p/CwnObeRxZvq/"
,,"Lockdown defending = forget the ball push the 🐐","2023-09-04T09:51:34.000Z",,,"de6p1se","https://www.instagram.com/p/CwnObeRxZvq/"
,,"That's not defending...you are hugging Messi (so technically a foul) lol","2023-09-04T12:57:16.000Z",,,"matiasmado","https://www.instagram.com/p/CwnObeRxZvq/"
,,"“Lockdown” bro was pushing him from the ball 😭","2023-09-04T14:02:53.000Z",,,"enzo.0.s","https://www.instagram.com/p/CwnObeRxZvq/"
,,"Great defending Messi fanboys hate to see someone like their idol fail. Shielded the ball didn’t push him or anything. Messi just got frustrated and started grabbing him and pulling him","2023-09-04T15:33:42.000Z",,,"realnick_34","https://www.instagram.com/p/CwnObeRxZvq/"
,,"@lalo_cuevasd13 O futuro do futebol está na Arábia.","2023-09-04T19:37:04.000Z",,,"noemia.carvalho_","https://www.instagram.com/p/CwnObeRxZvq/"
,,"Also start your mornings in second place 😂","2023-09-04T20:04:49.000Z",,,"diego_marino_90","https://www.instagram.com/p/CwnObeRxZvq/"
,,"Y’all still lost","2023-09-04T22:21:11.000Z",,,"itzdiego_04","https://www.instagram.com/p/CwnObeRxZvq/"
,,"Es no es defender. Eso es falta","2023-09-04T23:45:02.000Z",,,"robert.charless.darwin","https://www.instagram.com/p/CwnObeRxZvq/"
,,"@duo_drive_studio Messi el único rey. Tiene que tirarle la camiseta para detenerlo. Messi está en tu mente para bien o mal. Eso solo lo hace Messi. Campeón del mundo. El jugador con más títulos colectivos en la historia. 7 balones de oro. Quizá gane el número 8. Respeto. Hay jugadores que no ganaron ni la cuarta parte de eso. Messi es el Rey 👑🐐","2023-09-04T23:51:16.000Z",,,"robert.charless.darwin","https://www.instagram.com/p/CwnObeRxZvq/"
,,"@lifttheearth en el fútbol no se defiende así. No es fútbol americano 🏈. En el fútbol de pie esa defensa es falta. Solo se juega con los pies 😂🙄","2023-09-04T23:53:07.000Z",,,"robert.charless.darwin","https://www.instagram.com/p/CwnObeRxZvq/"
,,"Hay comentarios en los que se aplaude que un defensor defienda con tomando la camiseta del adversario 😂😂. No es fútbol americano. Este deporte se juega con los pies 🙄. Messi el 👑🐐","2023-09-04T23:55:26.000Z",,,"robert.charless.darwin","https://www.instagram.com/p/CwnObeRxZvq/"
,,"Who the hell is this BOBO ?!!!! With #messi  no pelotudo","2023-09-05T01:44:25.000Z",,,"auzbethlehem","https://www.instagram.com/p/CwnObeRxZvq/"
,,"That’s a foul not even going for the ball","2023-09-05T03:48:02.000Z",,,"pabit0","https://www.instagram.com/p/CwnObeRxZvq/"
,,"@rl56.55 dude wasn’t near the ball lmao clear interference","2023-09-05T05:23:20.000Z",,,"elljesse","https://www.instagram.com/p/CwnObeRxZvq/"
,,"you went to defend instead of playing football","2023-09-05T08:29:02.000Z",,,"alex_malon254","https://www.instagram.com/p/CwnObeRxZvq/"
,,"@elljesse Interference ☠️😂 Learn the rules lol","2023-09-05T09:59:07.000Z",,,"rl56.55","https://www.instagram.com/p/CwnObeRxZvq/"
,,"🚮","2023-09-05T14:50:53.000Z",,,"cristiannn1017","https://www.instagram.com/p/CwnObeRxZvq/"
,,"@rl56.55 im guessing your more of a dirty player ?","2023-09-05T19:54:15.000Z",,,"elljesse","https://www.instagram.com/p/CwnObeRxZvq/"
,,"@elljesse Nope lol I just know the rules. You can block out and it doesn’t matter the distance away from the ball","2023-09-05T19:59:42.000Z",,,"rl56.55","https://www.instagram.com/p/CwnObeRxZvq/"
,,"@rl56.55 then its rugby at that point 😂 why not learn the ball instead of the “rules”","2023-09-05T21:18:48.000Z",,,"elljesse","https://www.instagram.com/p/CwnObeRxZvq/"
,,"@elljesse Bro just say you have never watched football. This is embarrassing","2023-09-05T23:44:01.000Z",,,"rl56.55","https://www.instagram.com/p/CwnObeRxZvq/"
,,"@rl56.55 if you cant get the ball just say that lmao","2023-09-06T02:56:54.000Z",,,"elljesse","https://www.instagram.com/p/CwnObeRxZvq/"
,,"@rl56.55 youre one of those players that cant get the ball fairly so you cheat hahaha","2023-09-06T03:31:40.000Z",,,"elljesse","https://www.instagram.com/p/CwnObeRxZvq/"
,,"@elljesse you’re STILL crying??? Here’s some common sense for you; the ""can’t get the ball"" part makes zero sense, as you have to be BETWEEN THE ATTACKER AND THE BALL to shield the ball. Blud thinks shielding the ball is cheating 😂😂","2023-09-06T03:33:52.000Z",,,"rl56.55","https://www.instagram.com/p/CwnObeRxZvq/"
,,"@elljesse you’re STILL crying??? Here’s some common sense for you; the ""can’t get the ball"" part makes zero sense, as you have to be BETWEEN THE ATTACKER AND THE BALL to shield the ball. Blud thinks shielding the ball is cheating 😂😂","2023-09-06T03:33:52.000Z",,,"rl56.55","https://www.instagram.com/p/CwnObeRxZvq/"
,,"@rl56.55 i mean you play with ur feet so u resort to rugby ? ur in the wrong sport mate","2023-09-06T20:24:58.000Z",,,"elljesse","https://www.instagram.com/p/CwnObeRxZvq/"
,,"@elljesse Moron has never watched football in his life. Are you serious about crying about this all week though? That’s even more embarrassing","2023-09-06T20:27:45.000Z",,,"rl56.55","https://www.instagram.com/p/CwnObeRxZvq/"
,,"Woah !! That was great 👍","2023-09-08T02:40:06.000Z",,,"nature_.euphoria","https://www.instagram.com/p/CwnObeRxZvq/"
,,"","2023-09-09T07:28:38.000Z",,,"germanwtfck","https://www.instagram.com/p/CwnObeRxZvq/"
,,"@duo_drive_studio qué pasó te callaron la boca es mas te lo digo en otro idioma por si no entendiste","2023-09-09T07:30:19.000Z",,,"germanwtfck","https://www.instagram.com/p/CwnObeRxZvq/"
,,"@danielstrong__ they are still ranked last place.","2023-09-14T22:45:47.000Z",,,"the_gnarly_noogan","https://www.instagram.com/p/CwnObeRxZvq/"
,,"@life_by_megz Ah Nashville got shut out too lmao 🤣 that’s why the score is 0-0","2023-08-31T15:06:23.000Z",,,"99torresmedia","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@99torresmedia we aren’t claiming to have the “Greatest Player Who Ever Walked The Face Of The Earth On Our Team”.. also we did score a goal that was taken away and should have had 2 penalty kicks from an obvious handball and one of our strikers getting assaulted a few feet from the goal (actually should have been a red card). But of course we were in Miami so…..","2023-08-31T15:19:58.000Z",,,"life_by_megz","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@zaynwick81 ?","2023-08-31T15:20:15.000Z",,,"elmen_777","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@letsplay_eng penaldoooo😂","2023-08-31T15:49:58.000Z",,,"cassiobenez","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@dylan_wood0707 your team parked the bus at your forehead","2023-08-31T15:52:57.000Z",,,"morph2q","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@life_by_megz your team was parking the bus all camping in the box the whole time giving no entertainment to the fans","2023-08-31T16:09:41.000Z",,,"realrichhuncho","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@life_by_megz and you most likely needed the win","2023-08-31T16:10:09.000Z",,,"realrichhuncho","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"why do we need to entertain you 😂😂. We get enough entertainment at our own place. Always an excuse for Messi. Why not just call it for what it is. He couldn’t get past our rock solid defense… actually none of them could.","2023-08-31T16:14:45.000Z",,,"life_by_megz","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"no THEY DESPERATELY needed that win. There is no way they are making it to the playoffs.. esp with King Messi being gone for 3 games","2023-08-31T16:15:59.000Z",,,"life_by_megz","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@mmpatriotsman denle la copa empate a nashville 😎😎😎😎","2023-08-31T16:32:20.000Z",,,"jared_tzp7","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@michael_bailey0816 denle la copa empate ya😂","2023-08-31T16:33:43.000Z",,,"jared_tzp7","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@life_by_megz your team is only known cause of 1 person","2023-08-31T16:47:14.000Z",,,"realrichhuncho","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"our team isn’t even known 😂😂.. and we like it that way… we don’t need recognition and fake fans… just to shut teams out which… mmm.. we do","2023-08-31T16:56:20.000Z",,,"life_by_megz","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@ryanbeiden equipo chico!!😂😂😂 buscaron el empate colgados del travesaño!👻👻👻👻👻👻👻","2023-08-31T17:00:55.000Z",,,"orlan_l","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"Equipo chico!!! Perdieron una final de local 😂😂😂 y ahora buscan empates de visitantes colgados del travesaño😂😂😂😂","2023-08-31T17:01:55.000Z",,,"orlan_l","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"بطاقتي العجيبة","2023-08-31T17:10:33.000Z",,,"ayouuuuube__77","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@miami_10_leo but but but you guys have the greatest player to ever grace the pitch… surely he could get around our silly little defense in 90 minutes….","2023-08-31T17:48:24.000Z",,,"life_by_megz","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"That little Argentinian fella defeated the best football club in the world Real Madrid. Nashville who he is even bigger than whole mls","2023-08-31T18:27:10.000Z",,,"roysourav5600","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@life_by_megz 0 and but more shots on target then nasheville","2023-08-31T18:48:28.000Z",,,"briannaniemes","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@briannaniemes I mean I would hope so considering they had possession like 80% of the time 💁🏼‍♀️","2023-08-31T18:50:05.000Z",,,"life_by_megz","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@life_by_megz i hope you understand soccer and inter was the better team last night","2023-08-31T18:51:24.000Z",,,"briannaniemes","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@briannaniemes lol ok 😂👌","2023-08-31T18:52:08.000Z",,,"life_by_megz","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@life_by_megz mad Nashville fan NASHVILLE KKKKK","2023-08-31T18:54:35.000Z",,,"briannaniemes","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@briannaniemes this is why 12 yr olds shouldn’t be on IG…. 😂…","2023-08-31T18:55:10.000Z",,,"life_by_megz","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@ryanbeiden these kids are hating so hard rn😂
Nashville went on the road to Miami and left with a hard fought point and almost won it in the end to 🤷🏻‍♂️
Plus 2 less points for Miami and they’re still looking for a play off spot and Messi is going to miss 3 matches while on international duty","2023-08-31T19:03:32.000Z",,,"bluedreamsniper1_","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"Miami and Nashville is new MLS rivalry! These teams play each other tough!","2023-08-31T19:19:11.000Z",,,"padresrus619","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@roysourav5600 loved you in those Geico commercials!","2023-08-31T19:33:16.000Z",,,"james.p.harrison","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@life_by_megz you don’t shut teams out at all","2023-08-31T20:57:07.000Z",,,"realrichhuncho","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@life_by_megz mate inter miami would’ve destroyed your team if all of you weren’t playing like a bunch of clowns","2023-08-31T21:01:26.000Z",,,"realrichhuncho","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"why are you still here commenting with your fake profile? Do you have an association with either team? Get a hobby","2023-08-31T21:58:55.000Z",,,"life_by_megz","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"😂😂😂😂","2023-08-31T21:59:17.000Z",,,"life_by_megz","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@bluedreamsniper1_ so true 😂","2023-08-31T23:11:11.000Z",,,"ryanbeiden","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"The game was played in Miami with their recent form they should’ve walked the park

2 less points isn’t helping much with obtaining a play off spot especially considering messi is going to miss 3 games on international duty","2023-08-31T23:29:44.000Z",,,"bluedreamsniper1_","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@renaissance_can what of the ball possession","2023-09-01T07:47:22.000Z",,,"okro_seller.pikin","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@miami_10_leo imagine waking up in the morning and thinking: I’m gonna go troll on some random soccer teams page I have zero association with.. and even better comment on a post that’s days old 😂😂😂😂. Get a life","2023-09-01T13:16:07.000Z",,,"life_by_megz","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@miami_10_leo oh and shocker… a fake account 🤔🫣🙄","2023-09-01T13:16:34.000Z",,,"life_by_megz","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@miami_10_leo lastly we don’t need “Messi” to pack our stadium.. I’ve been a supporter since before Geodis.. but again you are clueless so go away","2023-09-01T13:17:39.000Z",,,"life_by_megz","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@mmpatriotsman so ur team win??😂😂","2023-09-01T13:21:26.000Z",,,"hayan_123.23","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@jeemains123321 did Miami win?","2023-09-01T15:09:43.000Z",,,"bluedreamsniper1_","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@real_benjaminc their on loan till 2025 
I remember when lafc went to Miami and it started raining and every Miami fan ran inside for cover meanwhile lafc and the 3252 stayed in the rain and showed out in Miami’s “stadium” 🤣🤣","2023-09-01T15:12:51.000Z",,,"bluedreamsniper1_","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@life_by_megz it’s whatever they put their selves in the same situation the galaxy had with Beckham they had the glory days until it all went downhill😂💀🤣","2023-09-01T15:18:10.000Z",,,"bluedreamsniper1_","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"Haram ball","2023-09-01T15:51:43.000Z",,,"wakeupanki","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@sennadentoom Imagine celebrating that your team hangs from the away crossbar, after losing a local final!😂😂😂😂 Nashville...definitely small team ☠☠☠☠🤡🤡🤡🤡","2023-09-01T15:52:18.000Z",,,"orlan_l","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@orlan_l small team, maybe. We made all those fake Messi fans silence? Yes!","2023-09-01T15:56:50.000Z",,,"sennadentoom","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@cassiobenez peeesssiii 😂","2023-09-01T16:12:24.000Z",,,"letsplay_eng","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@sennadentoom Please stop lying to yourself, you are really ridiculous! ""Oh, thank God, we parked a bus at the door""","2023-09-01T16:29:34.000Z",,,"orlan_l","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"no penalty?","2023-09-01T23:31:14.000Z",,,"waypamungkas_","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"@juanjduenas2 bro i said the same thing during the leagues match, looks like my favorite smoothy flavor out there on the field and for once in my life i’m here for the banana","2023-09-02T18:19:34.000Z",,,"calvo97","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"Uauuuuuuuuuuuuuuuu","2023-09-03T04:28:59.000Z",,,"q.u_ezia","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"😂😂😂","2023-09-03T15:19:29.000Z",,,"ikaparapara_","https://www.instagram.com/p/Cwlz8EBs5_u/"
,,"","2023-08-31T19:32:46.000Z",,,"brodi_remick","https://www.instagram.com/p/Cwnuy3UviGr/"
,,"","2023-08-31T19:40:14.000Z",,,"markglesne","https://www.instagram.com/p/Cwnuy3UviGr/"
,,"","2023-08-31T19:50:29.000Z",,,"kevinsosuh","https://www.instagram.com/p/Cwnuy3UviGr/"
,,"❤️❤️❤️","2023-08-31T20:14:16.000Z",,,"hendersonjorhan","https://www.instagram.com/p/Cwnuy3UviGr/"
,,"@alexander_sifford @deanralsky","2023-08-31T20:22:58.000Z",,,"duncan_coppeans","https://www.instagram.com/p/Cwnuy3UviGr/"
,,"Let's gooo!","2023-08-31T21:32:51.000Z",,,"flynashville","https://www.instagram.com/p/Cwnuy3UviGr/"
,,"@duncan_coppeans love it","2023-08-31T23:15:51.000Z",,,"alexander_sifford","https://www.instagram.com/p/Cwnuy3UviGr/"
,,"Great performance 🙌🙌","2023-09-01T00:39:58.000Z",,,"soccerbetsdaily","https://www.instagram.com/p/Cwnuy3UviGr/"
,,"LET’S GO NASHVILLE 💙💙👑👑","2023-09-01T01:59:37.000Z",,,"anahigutierrez1509","https://www.instagram.com/p/Cwnuy3UviGr/"
,,"@justinbeshearse","2023-09-01T11:35:59.000Z",,,"bendudley0415","https://www.instagram.com/p/Cwnuy3UviGr/"
,,"Let’s go Godoi ❤️❤️❤️ 🇵🇦 🇵🇦","2023-09-01T12:48:07.000Z",,,"onlyfire07","https://www.instagram.com/p/Cwnuy3UviGr/"
,,"@patrickrwilliams refs on payroll","2023-09-03T02:39:44.000Z",,,"mileslineberger","https://www.instagram.com/p/Cwto7g8sWEJ/"
,,"NO PENALTY NO PARTY😂 -$500USA THANKS NASHVILLE☠☠ @hanymuk10 ☠☠☠☠☠","2023-09-03T02:39:50.000Z",,,"quintter0","https://www.instagram.com/p/Cwto7g8sWEJ/"
,,"MVP","2023-09-03T02:41:05.000Z",,,"steveyork","https://www.instagram.com/p/Cwto7g8sWEJ/"
,,"🐐","2023-09-03T02:42:12.000Z",,,"goode_burger","https://www.instagram.com/p/Cwto7g8sWEJ/"
,,"This team sucks.  Sorry, not sorry.","2023-09-03T02:42:57.000Z",,,"mtkthevoice","https://www.instagram.com/p/Cwto7g8sWEJ/"
